customer_type,en_title,fa_title,en_description,fa_description,price,category,sim_type,auto_renewal,giftable,upc_code,duration_unit,duration,type,giftable_code,account_type,en_details,fa_details,en_tags,fa_tags
postpaid,30 Days 4GB (Auto Renewal),30 روزه 4گیگ (تمدید خودکار),"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority; shared account, only-night and gift packages though have higher usage priority.",درنظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیکتری دارد؛ بسته های اینترنت هدیه، شبانه خالص و چندکاربره اولویت مصرف بالاتری دارند.,213000,normal,fd,obligatory,yes,64417,day,30,data,61417,individual,,,,,,,
postpaid,30 Days 5GB (Auto Renewal),30 روزه 5گیگ (تمدید خودکار),"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority; shared account, only-night and gift packages though have higher usage priority.",درنظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیکتری دارد؛ بسته های اینترنت هدیه، شبانه خالص و چندکاربره اولویت مصرف بالاتری دارند.,236000,normal,fd,obligatory,yes,64418,day,30,data,61418,individual,,,,,,,
postpaid,30 Days 7GB (Auto Renewal),30 روزه 7گیگ (تمدید خودکار),"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority; shared account, only-night and gift packages though have higher usage priority.",درنظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیکتری دارد؛ بسته های اینترنت هدیه، شبانه خالص و چندکاربره اولویت مصرف بالاتری دارند.,282000,normal,fd,obligatory,yes,64419,day,30,data,61419,individual,,,,,,,
prepaid,"200,000 Rials(50,000 Rials Gift)","200,000 ریال(50,000 ریال هدیه)","200,000 Rials(50,000 Rials Gift)","200,000 ریال(50,000 ریال هدیه)",200000,topup,fd,,,PKG10,day,15,wow,,individual,,,,,,,
postpaid,15Days 400MB Internet,بسته 15روزه 400 مگابایت,,,70000,normal,fd,permitted,no,63361,day,15,data,,corporate,,,,,,,
postpaid,15Days 750MB Internet,بسته 15روزه 750 مگابایت,,,90000,normal,fd,permitted,no,63362,day,15,data,,corporate,,,,,,,
postpaid,15Days 1.5GB Internet,بسته 15روزه 1.5 گیگابایت,,,115000,normal,fd,permitted,no,63363,day,15,data,,corporate,,,,,,,
postpaid,15Days 2.5GB Internet,بسته 15روزه 2.5 گیگابایت,,,145000,normal,fd,permitted,no,63364,day,15,data,,corporate,,,,,,,
postpaid,15Days 3.5GB Internet,بسته 15روزه 3.5 گیگابایت,,,165000,normal,fd,permitted,no,63365,day,15,data,,corporate,,,,,,,
postpaid,15Days 5GB Internet,بسته 15روزه 5 گیگابایت,,,185000,normal,fd,permitted,no,63366,day,15,data,,corporate,,,,,,,
postpaid,3Days 150MB Internet,بسته 3روزه 150 مگابایت,,,35000,normal,fd,forbidden,no,63348,day,3,data,,corporate,,,,,,,
postpaid,3Days 250MB Internet,بسته 3روزه 250 مگابایت,,,44000,normal,fd,forbidden,no,63349,day,3,data,,corporate,,,,,,,
postpaid,3Days 400MB Internet,بسته 3روزه 400 مگابایت,,,53000,normal,fd,forbidden,no,63350,day,3,data,,corporate,,,,,,,
postpaid,3Days 750MB Internet,بسته 3روزه 750 مگابایت,,,67000,normal,fd,forbidden,no,63351,day,3,data,,corporate,,,,,,,
postpaid,3Days 1.5GB Internet,بسته 3روزه 1.5 گیگابایت,,,90000,normal,fd,forbidden,no,63352,day,3,data,,corporate,,,,,,,
prepaid,2500 On-net Persian SMS,2500 پیامک فارسی درون شبکه,,,2000,SMS,LOYALTY,forbidden,no,263,day,1,,,individual,,,,,,,
prepaid,250 On-net Persian SMS,250 پیامک فارسی درون شبکه,,,700,SMS,LOYALTY,forbidden,no,260,day,1,,,individual,,,,,,,
prepaid,30 Days 1GB,30 روزه 1 گیگ,"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority; shared account, only-night and gift packages though have higher usage priority.",درنظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیکتری دارد؛ بسته های اینترنت هدیه، شبانه خالص و چندکاربره اولویت مصرف بالاتری دارند.,105000,normal,fd,permitted,yes,61261,day,30,data,63261,individual,,,,,,,
prepaid,30 Days 2GB,30 روزه 2 گیگ,"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority; shared account, only-night and gift packages though have higher usage priority.",درنظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیکتری دارد؛ بسته های اینترنت هدیه، شبانه خالص و چندکاربره اولویت مصرف بالاتری دارند.,140000,normal,fd,permitted,yes,61262,day,30,data,63262,individual,,,,,,,
postpaid,30 Days 1GB (Auto Renewal),30 روزه 1 گیگ (تمدید خودکار),"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority; shared account, only-night and gift packages though have higher usage priority.",درنظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیکتری دارد؛ بسته های اینترنت هدیه، شبانه خالص و چندکاربره اولویت مصرف بالاتری دارند.,105000,normal,fd,obligatory,yes,63261,day,30,data,61261,individual,,,,,,,
postpaid,30 Days 2GB (Auto Renewal),30 روزه 2 گیگ (تمدید خودکار),"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority; shared account, only-night and gift packages though have higher usage priority.",درنظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیکتری دارد؛ بسته های اینترنت هدیه، شبانه خالص و چندکاربره اولویت مصرف بالاتری دارند.,140000,normal,fd,obligatory,yes,63262,day,30,data,61262,individual,,,,,,,
postpaid,Daily 60MB Internet,بسته یکروزه 60 مگابایت,,,16000,normal,fd,forbidden,no,63340,day,1,data,,corporate,,,,,,,
postpaid,Daily 100MB Internet,بسته یکروزه 100 مگابایت,,,22000,normal,fd,forbidden,no,63341,day,1,data,,corporate,,,,,,,
postpaid,Daily 200MB Internet,بسته یکروزه 200 مگابایت,,,32000,normal,fd,forbidden,no,63342,day,1,data,,corporate,,,,,,,
postpaid,Daily 300MB Internet,بسته یکروزه 300 مگابایت,,,39000,normal,fd,forbidden,no,63343,day,1,data,,corporate,,,,,,,
postpaid,Daily 400MB Internet,بسته یکروزه 400 مگابایت,,,45000,normal,fd,forbidden,no,63344,day,1,data,,corporate,,,,,,,
postpaid,Daily 750MB Internet,بسته یکروزه 750 مگابایت,,,57000,normal,fd,forbidden,no,63345,day,1,data,,corporate,,,,,,,
postpaid,Daily 1.5GB Internet,بسته یکروزه 1.5 گیگابایت,,,74000,normal,fd,forbidden,no,63346,day,1,data,,corporate,,,,,,,
postpaid,Daily 2.5GB Internet,بسته یکروزه 2.5 گیگابایت,,,94000,normal,fd,forbidden,no,63347,day,1,data,,corporate,,,,,,,
postpaid,1500 on-net call,180دقيقه مکالمه ايرانسلي به ازاي,,,1500,normal,LOYALTY,forbidden,no,189,day,1,voice,,individual,,,,,,,
postpaid,2000 on-net call,400دقيقه مکالمه ايرانسلي به ازاي,,,2000,normal,LOYALTY,forbidden,no,190,day,1,voice,,individual,,,,,,,
prepaid,1000 On-net Persian SMS,1000 پیامک فارسی درون شبکه,,,1500,SMS,LOYALTY,forbidden,no,262,day,1,,,individual,,,,,,,
prepaid,600 On-net Persian SMS,600 پیامک فارسی درون شبکه,,,1000,SMS,LOYALTY,forbidden,no,261,day,1,,,individual,,,,,,,
prepaid,90 On-net Persian SMS,90 پیامک فارسی درون شبکه,,,500,SMS,LOYALTY,forbidden,no,259,day,1,,,individual,,,,,,,
prepaid,180 on-net call,180دقيقه مکالمه ايرانسلي به ازاي,,,1500,normal,LOYALTY,forbidden,no,132,day,1,voice,,individual,,,,,,,
prepaid,400 on-net call,400دقيقه مکالمه ايرانسلي به ازاي,,,2000,normal,LOYALTY,forbidden,no,133,day,1,voice,,individual,,,,,,,
prepaid,90 on-net call,90دقيقه مکالمه ايرانسلي به ازاي,,,1000,normal,LOYALTY,forbidden,no,131,day,1,voice,,individual,,,,,,,
prepaid,45 on-net call,45دقيقه مکالمه ايرانسلي به ازاي,,,700,normal,LOYALTY,forbidden,no,130,day,1,voice,,individual,,,,,,,
prepaid,15 on-net call,15دقيقه مکالمه ايرانسلي به ازاي,,,500,normal,LOYALTY,forbidden,no,129,day,1,voice,,individual,,,,,,,
postpaid,90 On-net Persian SMS,90 پیامک فارسی درون شبکه,,,500,SMS,LOYALTY,forbidden,no,264,day,1,,,individual,,,,,,,
postpaid,250 On-net Persian SMS,250 پیامک فارسی درون شبکه,,,700,SMS,LOYALTY,forbidden,no,265,day,1,,,individual,,,,,,,
postpaid,600 On-net Persian SMS,600 پیامک فارسی درون شبکه,,,1000,SMS,LOYALTY,forbidden,no,266,day,1,,,individual,,,,,,,
postpaid,2500 On-net Persian SMS,2500 پیامک فارسی درون شبکه,,,2000,SMS,LOYALTY,forbidden,no,268,day,1,,,individual,,,,,,,
postpaid,1000 On-net Persian SMS,1000 پیامک فارسی درون شبکه,,,1500,SMS,LOYALTY,forbidden,no,267,day,1,,,individual,,,,,,,
postpaid,90 on-net call,90دقيقه مکالمه ايرانسلي به ازاي,,,1000,normal,LOYALTY,forbidden,no,188,day,1,voice,,individual,,,,,,,
postpaid,45 on-net call,45دقيقه مکالمه ايرانسلي به ازاي,,,700,normal,LOYALTY,forbidden,no,187,day,1,voice,,individual,,,,,,,
postpaid,15 on-net call,15دقيقه مکالمه ايرانسلي به ازاي,,,500,normal,LOYALTY,forbidden,no,186,day,1,voice,,individual,,,,,,,
prepaid,5 days 6000 Tomans shared fund pre,بسته 6000 تومانی چندکاربره 5 روزه,,,50000,shared,fd,forbidden,yes,5SHFUN,day,5,data,,corporate,,,,,,,
null,30days 12 GB,30 روزه 12 گیگ,"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority. But generally, gift and Only-night packages have higher usage priority and unlimited packages have lower usage priority compared to the all other packages.",30 روزه 12 گیگ,305000,normal,td,forbidden,no,52161,day,30,data,,individual,,,,,,,
null,365 days 80 GB,365 روزه 80 گیگ,"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority. But generally, gift and Only-night packages have higher usage priority and unlimited packages have lower usage priority compared to the all other packages.",لطفا در نظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیک تری داد. بسته های اینترنت هدیه و شبانه خالص اولویت مصرف بالاتری دارند و بسته های نامحدود اولویت مصرف پایینتری نسبت به تمامی بسته ها دارند.,1400000,normal,td,forbidden,no,52178,day,365,data,,individual,,,,,,,
prepaid,120days 15GB,120روزه 15گیگ,"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority; shared account, only-night and gift packages though have higher usage priority.",درنظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیکتری دارد؛ بسته های اینترنت هدیه، شبانه خالص و چندکاربره اولویت مصرف بالاتری دارند.,620000,normal,fd,forbidden,yes,61423,day,120,data,64423,individual,,,,,,,
prepaid,weekly 10 GB data pre TDD,بسته هفتگی 10 گیگا بایتی اعتباریTDD,weekly 10 GB data pre TDD,بسته هفتگی 10 گیگا بایتی اعتباریTDD,250000,normal,td,forbidden,no,52158,day,7,data,,corporate,,,,,,,
null,weekly 14 GB data pre TDD,بسته هفتگی 14 گیگا بایتی اعتباریTDD,weekly 14 GB data pre TDD,بسته هفتگی 14 گیگا بایتی اعتباریTDD,325000,normal,td,forbidden,no,52159,day,7,data,,corporate,,,,,,,
prepaid,30 days 9 GB  pre TDD,بسته 30 روزه 9گیگا بایتی اعتباری TDD,"30days 12 GB30days 12 GB
30days 12 GB
",بسته 30 روزه 9گیگا بایتی اعتباری TDD,255000,normal,td,forbidden,yes,52160,day,30,data,57011,corporate,,,,,,,
null,30 days 12 GB  pre TDD,بسته 30 روزه 12گیگا بایتی اعتباری TDD,30 days 12 GB  pre TDD,بسته 30 روزه 12گیگا بایتی اعتباری TDD,305000,normal,td,forbidden,yes,52161,day,30,data,52161,corporate,,,,,,,
prepaid,90 days 25 GB  pre TDD,بسته 90 روزه 25گیگا بایتی اعتباری TDD,90 days 25 GB  pre TDD,بسته 90 روزه 25گیگا بایتی اعتباری TDD,515000,normal,td,forbidden,yes,52167,day,90,data,57018,corporate,,,,,,,
null,365 days 80 GB  pre TDD,بسته 365 روزه 80گیگا بایتی اعتباری TDD,365 days 80 GB  pre TDD,بسته 365 روزه 80گیگا بایتی اعتباری TDD,1400000,normal,td,forbidden,yes,52178,day,365,data,52178,corporate,,,,,,,
prepaid,180 days 40GB  pre TDD,بسته 180 روزه 40گیگا بایتی اعتباری TDD,180 days 40GB  pre TDD,بسته 180 روزه 40گیگا بایتی اعتباری TDD,790000,normal,td,forbidden,yes,52172,day,180,data,57023,corporate,,,,,,,
postpaid,Monthly 1GB,ماهانه 1 گیگ,,,105000,normal,fd,permitted,yes,63261,day,30,data,61261,corporate,,,,,,,
postpaid,Monthly 2GB,بسته یکماهه 2 گیگابایت,,,140000,normal,fd,permitted,yes,63262,day,30,data,61262,corporate,,,,,,,
postpaid,120days 15GB,120روزه 15گیگ,"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority; shared account, only-night and gift packages though have higher usage priority.",درنظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیکتری دارد؛ بسته های اینترنت هدیه، شبانه خالص و چندکاربره اولویت مصرف بالاتری دارند.,620000,normal,fd,forbidden,yes,64423,day,120,data,61423,individual,,,,,,,
null,weekly 14 GB,هفتگی 14 گیگ,"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority. But generally, gift and Only-night packages have higher usage priority and unlimited packages have lower usage priority compared to the all other packages.",لطفا در نظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیک تری داد. بسته های اینترنت هدیه و شبانه خالص اولویت مصرف بالاتری دارند و بسته های نامحدود اولویت مصرف پایینتری نسبت به تمامی بسته ها دارند.,325000,normal,td,forbidden,no,52159,day,7,data,,individual,,,,,,,
prepaid,Monthly 1GB,بسته یکماهه 1 گیگابایت,,,105000,normal,fd,permitted,yes,61261,day,30,data,63261,corporate,,,,,,,
prepaid,Monthly 2GB,بسته یکماهه 2 گیگابایت,,,140000,normal,fd,permitted,yes,61262,day,30,data,63262,corporate,,,,,,,
prepaid,Weekly 200MB Internet,بسته هفتگی 200 مگابایت,,,44000,normal,fd,permitted,no,61634,day,7,data,,corporate,,,,,,,
prepaid,Weekly 300MB Internet,بسته هفتگی 300 مگابایت,,,55000,normal,fd,permitted,no,61635,day,7,data,,corporate,,,,,,,
prepaid,Weekly 500MB Internet,بسته هفتگی 500 مگابایت,,,70000,normal,fd,permitted,no,61636,day,7,data,,corporate,,,,,,,
prepaid,Weekly 750MB Internet,بسته هفتگی 750 مگابایت,,,83000,normal,fd,permitted,no,61637,day,7,data,,corporate,,,,,,,
prepaid,Weekly 1.5GB Internet,بسته هفتگی 1.5 گیگابایت,,,109000,normal,fd,permitted,no,61638,day,7,data,,corporate,,,,,,,
prepaid,Weekly 2.5GB Internet,بسته هفتگی 2.5 گیگابایت,,,130000,normal,fd,permitted,no,61639,day,7,data,,corporate,,,,,,,
prepaid,Weekly 5GB Internet,بسته هفتگی 5 گیگابایت,,,180000,normal,fd,permitted,no,61640,day,7,data,,corporate,,,,,,,
prepaid,Monthly 20Min On-net Voice,بسته ماهانه 20 دقیقه مکالمه ایرانسلی,,,15000,normal,fd,forbidden,yes,85543,day,30,voice,,individual,,,,,,,
prepaid,Monthly 40Min On-net Voice,بسته ماهانه 40 دقیقه مکالمه ایرانسلی,,,28000,normal,fd,forbidden,yes,85545,day,30,voice,,individual,,,,,,,
prepaid,Monthly 80Min On-net Voice,بسته ماهانه 80 دقیقه مکالمه ایرانسلی,,,52000,normal,fd,forbidden,yes,85546,day,30,voice,,individual,,,,,,,
prepaid,Monthly 160Min On-net Voice,بسته ماهانه 160 دقیقه مکالمه ایرانسلی,,,96000,normal,fd,forbidden,yes,85547,day,30,voice,,individual,,,,,,,
prepaid,Monthly 320Min On-net Voice,بسته ماهانه 320 دقیقه مکالمه ایرانسلی,,,176000,normal,fd,forbidden,yes,85548,day,30,voice,,individual,,,,,,,
prepaid,Monthly 1000Min On-net Voice,بسته ماهانه 1000 دقیقه مکالمه ایرانسلی,,,450000,normal,fd,forbidden,yes,85549,day,30,voice,,individual,,,,,,,
postpaid,Monthly 100Min On-net Voice,بسته ماهانه 100 دقیقه مکالمه ایرانسلی,,,55000,normal,fd,forbidden,yes,85553,day,30,voice,,individual,,,,,,,
postpaid,Monthly 200Min On-net Voice,بسته ماهانه 200 دقیقه مکالمه ایرانسلی,,,100000,normal,fd,forbidden,yes,85554,day,30,voice,,individual,,,,,,,
postpaid,Monthly 400Min On-net Voice,بسته ماهانه 400 دقیقه مکالمه ایرانسلی,,,180000,normal,fd,forbidden,yes,85555,day,30,voice,,individual,,,,,,,
postpaid,Monthly 800Min On-net Voice,بسته ماهانه 800 دقیقه مکالمه ایرانسلی,,,320000,normal,fd,forbidden,yes,85556,day,30,voice,,individual,,,,,,,
postpaid,Enterprise Yearly 120GB Shared Data Post FDD,بسته سازمانی سالانه 120 گیگابایت چند کاربره دائمی FDD,,,3600000,shared,fd,forbidden,no,86705,day,365,data,,corporate,,,,,,,
postpaid,Enterprise 6-Month 100GB Shared Data Post FDD,بسته سازمانی شش ماهه 100 گیگابایت چند کاربره دائمی FDD,,,3210000,shared,fd,forbidden,no,86703,day,180,data,,corporate,,,,,,,
postpaid,Enterprise 3-Month 50GB Shared Data Post FDD,بسته سازمانی سه ماهه 50 گیگابایت چند کاربره دائمی FDD,,,1650000,shared,fd,forbidden,no,86700,day,90,data,,corporate,,,,,,,
prepaid,Enterprise Yearly 120GB Shared Data Pre FDD,بسته سازمانی سالانه 120 گیگابایت چند کاربره اعتباری FDD,,,3600000,shared,fd,forbidden,no,86507,day,365,data,,corporate,,,,,,,
prepaid,Enterprise 6-Month 100GB Shared Data Pre FDD,بسته سازمانی شش ماهه 100 گیگابایت چند کاربره اعتباری FDD,,,3210000,shared,fd,forbidden,no,86505,day,180,data,,corporate,,,,,,,
prepaid,Enterprise 3-Month 50GB Shared Data Pre FDD,بسته سازمانی سه ماهه 50 گیگابایت چند کاربره اعتباری FDD,,,1650000,shared,fd,forbidden,no,86502,day,90,data,,corporate,,,,,,,
prepaid,Weekly 200MB,هفتگی 200 مگابایت,"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority; shared account, only-night and gift packages though have higher usage priority.",درنظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیکتری دارد؛ بسته های اینترنت هدیه، شبانه خالص و چندکاربره اولویت مصرف بالاتری دارند.,44000,normal,fd,permitted,yes,61634,day,7,data,63354,individual,,,,,,,
prepaid,Weekly 300MB,هفتگی 300 مگابایت,"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority; shared account, only-night and gift packages though have higher usage priority.",درنظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیکتری دارد؛ بسته های اینترنت هدیه، شبانه خالص و چندکاربره اولویت مصرف بالاتری دارند.,55000,normal,fd,permitted,yes,61635,day,7,data,63355,individual,,,,,,,
prepaid,Weekly 500MB,هفتگی 500 مگابایت,"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority; shared account, only-night and gift packages though have higher usage priority.",درنظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیکتری دارد؛ بسته های اینترنت هدیه، شبانه خالص و چندکاربره اولویت مصرف بالاتری دارند.,70000,normal,fd,permitted,yes,61636,day,7,data,63356,individual,,,,,,,
prepaid,Weekly 750MB,هفتگی 750 مگابایت,"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority; shared account, only-night and gift packages though have higher usage priority.",درنظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیکتری دارد؛ بسته های اینترنت هدیه، شبانه خالص و چندکاربره اولویت مصرف بالاتری دارند.,83000,normal,fd,permitted,yes,61637,day,7,data,63357,individual,,,,,,,
prepaid,Weekly 1.5GB,هفتگی 1.5 گیگابایت,"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority; shared account, only-night and gift packages though have higher usage priority.",درنظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیکتری دارد؛ بسته های اینترنت هدیه، شبانه خالص و چندکاربره اولویت مصرف بالاتری دارند.,109000,normal,fd,permitted,yes,61638,day,7,data,63358,individual,,,,,,,
prepaid,Weekly 2.5GB,هفتگی 2.5 گیگابایت,"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority; shared account, only-night and gift packages though have higher usage priority.",درنظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیکتری دارد؛ بسته های اینترنت هدیه، شبانه خالص و چندکاربره اولویت مصرف بالاتری دارند.,130000,normal,fd,permitted,yes,61639,day,7,data,63359,individual,,,,,,,
postpaid,Weekly 200MB (Auto Renewal),هفتگی 200 مگابایت (تمدید خودکار),"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority; shared account, only-night and gift packages though have higher usage priority.",درنظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیکتری دارد؛ بسته های اینترنت هدیه، شبانه خالص و چندکاربره اولویت مصرف بالاتری دارند.,44000,normal,fd,obligatory,yes,63354,day,7,data,61634,individual,,,,,,,
postpaid,Weekly 300MB (Auto Renewal),هفتگی 300 مگابایت (تمدید خودکار),"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority; shared account, only-night and gift packages though have higher usage priority.",درنظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیکتری دارد؛ بسته های اینترنت هدیه، شبانه خالص و چندکاربره اولویت مصرف بالاتری دارند.,55000,normal,fd,obligatory,yes,63355,day,7,data,61635,individual,,,,,,,
postpaid,Weekly 500MB (Auto Renewal),هفتگی 500 مگابایت (تمدید خودکار),"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority; shared account, only-night and gift packages though have higher usage priority.",درنظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیکتری دارد؛ بسته های اینترنت هدیه، شبانه خالص و چندکاربره اولویت مصرف بالاتری دارند.,70000,normal,fd,obligatory,yes,63356,day,7,data,61636,individual,,,,,,,
postpaid,Weekly 750MB (Auto Renewal),هفتگی 750 مگابایت (تمدید خودکار),"In case of purchasing more than one package, the ones with closer expiry dates will have higher usage priority; shared account, only-night and gift packages though have higher usage priority.",درنظر داشته باشید در صورت خرید بیش از یک بسته، اولویت استفاده با بسته ای خواهد بود که تاریخ انقضای نزدیکتری دارد؛ بسته های اینترنت هدیه، شبانه خالص و چندکاربره اولویت مصرف بالاتری دارند.,83000,normal,fd,obligatory,yes,63357,day,7,data,61637,individual,,,,,,,
